,data_1,data_2,data_3
80216,0.4966304025096069,0.369174078270259,0.5510163512347307
80217,0.562046836877886,0.33954701151419797,0.3607460891127877
80218,0.501082805067425,0.36068161908857727,0.5474014682268203
80219,0.6044883828157376,0.3433366339880661,0.41344861062482635
80220,0.5800318224020179,0.3732228607808519,0.44051688581844206
80221,0.566909807950771,0.15505685011732573,0.6027827893416382
80222,0.4938506361428613,0.3686945737555072,0.5583836627513433
80223,0.6044165559839075,0.3428645556563777,0.4132739283458074
80224,0.608342379497015,0.3914814726810343,0.2812029104384614
80225,0.6043716472202837,0.34203289191422187,0.4113837043580546
80226,0.5817052289755138,0.3735931385197117,0.42127450854142523
80227,0.5119294723728104,0.3632959105707405,0.4612367576332683
80228,0.4969248245451907,0.36054640067196303,0.5395285219413549
80229,0.5843219914847875,0.3381594154565952,0.364434797838871
80230,0.6096616367388059,0.35991445312154674,0.3748497333570873
80231,0.500904801411003,0.36027531060966866,0.5435352380960107
80232,0.603515117915286,0.3436635235647679,0.4360039941090845
80233,0.5958856582433062,0.3881139737055618,0.4408835217245336
80234,0.5157961577057676,0.3682229423700217,0.4728660700243993
80235,0.4971538093913974,0.3675204460805025,0.5422631407834899
80236,0.584828812486168,0.34041862537079715,0.38400671649264684
80237,0.5843488189197675,0.38367483525745605,0.4301533841043368
80238,0.49698305639307816,0.3697137142395388,0.5437581770622775
80239,0.6098829177607785,0.3404217539942174,0.390041066939385
80240,0.5843096200493997,0.3795839022818825,0.41993516788848784
80241,0.512413045951649,0.36005902302794474,0.4646468855990858
80242,0.497340015354798,0.36094985557126846,0.5440409404630946
80243,0.5833257510614729,0.34909883633817196,0.3866319951959289
80244,0.5792797025736995,0.38068222100478083,0.4496041667279276
80245,0.49756347157420133,0.37623575951504307,0.5289488917827692
80246,0.6070312792455896,0.33442181064464865,0.3937733934241049
80247,0.5878970190955626,0.3869261282201759,0.33458638061934376
80248,0.5167298158863329,0.37257908634629755,0.427783102828435
80249,0.49680994693087566,0.3677084041490583,0.5619015422975822
80250,0.6031969499744159,0.33508452872211025,0.390438983926932
80251,0.496411251368452,0.3681608856087736,0.5362760499500905
80252,0.5820601940062554,0.3591332255393637,0.4086095912493819
80253,0.5785771138035455,0.3840235908176225,0.3393173442223268
80254,0.5457254242221982,0.4323625760650328,0.48806979098255143
80255,0.4985234587070022,0.37834232011071783,0.5401314474643617
80256,0.599940135621124,0.342659407349249,0.41847930478464
80257,0.5728539880966116,0.37837095904818024,0.32719687153358384
80258,0.4933683314291907,0.36245551418738964,0.539800790716789
80259,0.558804614474026,0.3374197194908043,0.3576379055458704
80260,0.5827341426769037,0.361368919207198,0.34083522447834697
80261,0.5221198644866729,0.3807124758246691,0.4462228525081293
80262,0.500101428493221,0.36697197432859624,0.5394167989648548
80263,0.5585433188826491,0.33616572596739,0.3559246030285427
80264,0.575840443535898,0.3764917221673932,0.3469578835642776
80265,0.4967084830340506,0.3683466433267921,0.5523730477335107
80266,0.5595166744163268,0.3298217715635007,0.3802574904501444
80267,0.5571973248391043,0.35446552567919304,0.34804404349229634
80268,0.5203183025312113,0.37808659812170775,0.4492940260435029
80269,0.49710826619518966,0.36862763496650436,0.5416481827753421
80270,0.557534480440881,0.33865772609234585,0.411797751973505
80271,0.5746794772238122,0.3765768482288061,0.37219028374796903
80272,0.5044960976858961,0.3672424111618247,0.5386406360750196
80273,0.5547103491098695,0.34219764316070433,0.4050536200999014
80274,0.5797926413178542,0.37700113769726185,0.3427700421741984
80275,0.5682618291038636,0.42689972452943514,0.5095948253283678
80276,0.4970579194379888,0.3689773875605081,0.5395793896102803
80277,0.5539231995395923,0.33809343932095254,0.39853864622982865
80278,0.5672278399418018,0.3820453037821786,0.3926186550906048
80279,0.4969353379994397,0.36049933379875043,0.5429945367447592
80280,0.5553712465959328,0.3281157779070512,0.36062922867072167
80281,0.5784920092040647,0.3675018806228437,0.3509645912691544
80282,0.5104436765777225,0.4000032927901986,0.4560797223794726
80283,0.500478553347789,0.3683914067080359,0.5362360486968194
80284,0.5539707819833914,0.33792249958858384,0.37579837313365083
80285,0.49690841993123325,0.3686534203243637,0.5515925923559988
80286,0.5542333917565495,0.33677993319159893,0.36578118560740375
80287,0.5672748332696301,0.3893229631843923,0.3495341619997693
80288,0.5687361580936213,0.16013005051519208,0.6033369934395578
80289,0.49673472135305985,0.3691773444155879,0.540132038948884
80290,0.5591741714541993,0.32761210391686596,0.3737557911827098
80291,0.5633554447155885,0.3729448602426513,0.34000021310342365
80292,0.4968482394689806,0.36951193521917036,0.5408694849518394
80293,0.5557488699332455,0.3164208804206736,0.33768331753055686
80294,0.568644527901848,0.3848289191142848,0.3696687176307983
80295,0.5695534885282509,0.1603989574171876,0.5958733713431428
80296,0.5557283868241053,0.32924170415309756,0.3588444072248584
80297,0.5774814034143843,0.41835548834917174,0.3920600148587672
80298,0.49666026615766745,0.37223277180000836,0.5437220458077385
80299,0.5542045703905912,0.33717946871650967,0.37507344970301226
80300,0.5661653919466867,0.39031504623291025,0.36849907388733394
80301,0.5639485485483915,0.14673878590596576,0.5980999218801042
80302,0.4965840889309757,0.3684265779361561,0.5449931291467923
80303,0.5538126723201388,0.3352048947725975,0.3649169337726272
80304,0.569618245968431,0.3846304750001994,0.3361634051027133
80305,0.4966263240144241,0.36853621727777375,0.5406485739325065
80306,0.5634210631714183,0.3380317263644759,0.3751392565810173
80307,0.5696769309824499,0.38520019388698173,0.3393022022185537
80308,0.567076709036973,0.15443886104063076,0.597143339311383
80309,0.4873820974663541,0.34878985899006304,0.5166359077815468
80310,0.5587476514913065,0.336789387822814,0.3690670426750675
80311,0.5591907120179961,0.3686119918494031,0.3582306152861976
80312,0.49688168312947945,0.36850314325875966,0.5423176925560118
80313,0.5546663013618954,0.3391088667134524,0.3797268612353313
80314,0.5699710358017416,0.39519710836808475,0.32644974630890844
80315,0.5665246620556768,0.16382911481225826,0.6027848848868032
80316,0.4930153603294273,0.3699143930846386,0.5418741805615676
80317,0.554162380623756,0.33768438040387233,0.38370750137232856
80318,0.5719476105171578,0.38949235579528946,0.3358959146772423
80319,0.49732225124244633,0.36174614180244125,0.546632622845505
80320,0.5543250219483228,0.33686911614931503,0.3717793710004873
80321,0.5772606661917694,0.33523985971785475,0.3753255995549062
80322,0.5458488666763971,0.4098990255270616,0.5138314430670967
80323,0.5007363595599541,0.3694645245411864,0.533098493698476
80324,0.5605216609459777,0.3381655351815272,0.3800671000321666
80325,0.5674100127266327,0.37807934384103,0.3453437730013544
80326,0.49666312110429545,0.3688980717997329,0.5467437374379249
80327,0.5570103031766671,0.3193604112166358,0.3502907890008079
80328,0.5664225184096546,0.37895308928721216,0.370753474895521
80329,0.5582771290970527,0.40279457496870824,0.51461661342123
80330,0.500602630234572,0.3680280394450824,0.5377868366167315
80331,0.5538035183642842,0.3369934703351512,0.37278342442701967
80332,0.5665359458923491,0.3898089312288476,0.3693435785888416
80333,0.49711288848973023,0.3689711990746219,0.5355690231511436
80334,0.5565803844677886,0.318568147501289,0.34566090165292207
80335,0.5646940068345779,0.3941370894967268,0.36005200737510223
80336,0.5601479348373953,0.4114045810017514,0.532293026975446
80337,0.5004125270424411,0.3766872439409211,0.5380707322879199
80338,0.5594313432337803,0.3276196332413608,0.36269837672649685
80339,0.5572619463294448,0.3737004743693607,0.3514273096110185
80340,0.49644786719187073,0.368010024075058,0.536367628653714
80341,0.5543404749134041,0.3363080611427734,0.36291426857716846
80342,0.5653704479189491,0.3939101783475648,0.3533668887572751
80343,0.5504570677501975,0.41020064545306123,0.5215879513994406
80344,0.497382431704699,0.3615631345225944,0.5419921056757739
80345,0.5538515086576016,0.33740940534766056,0.3753599141069836
80346,0.5675776388786451,0.3805307750029538,0.3481973393809415
80347,0.49735039285920757,0.3614036091086381,0.5414929941362252
80348,0.5587189660751876,0.3400267566922898,0.3641457731518956
80349,0.5674310396351306,0.38932292880391517,0.3536338933204599
80350,0.5472696784482393,0.4102325161553754,0.5171937621839474
80351,0.5003889624036072,0.3678428318146982,0.5400493663122119
80352,0.559640207503752,0.327393237799356,0.363263810580563
80353,0.5650489265487064,0.38195808051165986,0.34584946691865937
80354,0.4933378333485461,0.36129936750193214,0.5371977856306642
80355,0.5546932194301017,0.33836126323791804,0.3732828655079451
80356,0.5678461851281248,0.3745300752828878,0.35992816741567196
80357,0.5099309191000203,0.3932354958640565,0.44760281969797583
80358,0.49739462187363415,0.35256428529303274,0.5393753612491721
80359,0.5568294898902304,0.32060440002120066,0.35940079981551093
80360,0.5571647875108683,0.36458507532227485,0.34987244044790183
80361,0.5008326120462677,0.37019105278423053,0.5420827211046038
80362,0.5596957656714642,0.32757603879633995,0.35773744394120943
80363,0.5553913218555548,0.36758882884954536,0.34525131552072624
80364,0.5085143217732003,0.39527920894750884,0.44721201742425526
80365,0.49717021400535477,0.3696023558740637,0.5358620445835345
80366,0.5545332064690972,0.3378873283604637,0.3870245634734377
80367,0.5671814357299444,0.3977653300108727,0.36059024139091744
80368,0.500913728783792,0.3692641207399038,0.5403888108298315
80369,0.5551881221622259,0.3290006970083058,0.3892263223591323
80370,0.5553056734567163,0.3582908694688156,0.34608967723297995
80371,0.5593824919248133,0.1498564935247358,0.6232404138187955
80372,0.49706385591431046,0.3701994416206541,0.5481517409941327
80373,0.5543107018985699,0.3372221005081705,0.36993773324135915
80374,0.49294416793018114,0.3552758391450414,0.49805134579121413
80375,0.5532675134640402,0.3409040433276181,0.3774519948626696
80376,0.5638536102438589,0.37951173766035357,0.3369538819179903
80377,0.5654987392507542,0.1528817348502223,0.6064449573122241
80378,0.493941133419306,0.35466709841669863,0.5373467214334016
80379,0.5535578570044413,0.33550252656324836,0.35908226850064723
80380,0.5810819895949715,0.4169033945164436,0.371035697510489
80381,0.49428046421851357,0.35939881472531476,0.5706285077355866
80382,0.5559188072325281,0.3181879338045341,0.3508219759010278
80383,0.5555655642330859,0.3609325621912641,0.3504850832166334
80384,0.5425073555731429,0.40882687034727117,0.5320567035594153
80385,0.5008411768861516,0.3596768840244696,0.5541537372374963
80386,0.5549965235218614,0.3270785189115637,0.3566550526145762
80387,0.4929614335597883,0.37031203768330645,0.5482495894336934
80388,0.5574428049324948,0.3452765180305382,0.38038732975258743
80389,0.5556595508887425,0.41620670852756203,0.35729107592149995
80390,0.5867699949267202,0.34586215507823903,0.5311679220165174
80391,0.46254995296291335,0.2938993300177574,0.5302367394831433
80392,0.5584542264212118,0.34538058773485847,0.39039631254353113
80393,0.5821109939295877,0.3804658646621026,0.32411211920353195
80394,0.48961398598021244,0.3533849816629791,0.5427600215814112
80395,0.5609023204963709,0.3570475338933165,0.3942769748966871
80396,0.5785823252140568,0.40838865678557135,0.3358624366532751
80397,0.5506038935767776,0.42125310934349325,0.5086250949036917
80398,0.497987680389824,0.3751757406436851,0.5400852102742687
80399,0.5484559767470715,0.2994436976646679,0.3642903573185039
80400,0.4935393110105756,0.34404879119166326,0.5514466815741046
80401,0.554776601998283,0.32673467975962905,0.3782838333456193
80402,0.5669951844499305,0.31366322234881255,0.39152797453087923
80403,0.5560072199447682,0.4481544918714388,0.4741945104625669
80404,0.4965846327303334,0.35197833882103763,0.548160883654893
80405,0.5561176112143822,0.3169051294412717,0.34859293267929337
80406,0.6388335266997937,0.33825513070496904,0.3742606992705779
80407,0.49716083346643436,0.34445389635387164,0.5558429663347627
80408,0.5545527379293614,0.3379032465213822,0.3639402491799236
80409,0.628139938913602,0.3880753644297271,0.3796349867894467
80410,0.5009807067380159,0.35275055871820843,0.5494663913931499
80411,0.5618210695112124,0.33486841304277204,0.3803772322668124
80412,0.6325321610091674,0.39069629134397954,0.3619656288006049
80413,0.503849338983133,0.34692568075826585,0.5699957882922094
80414,0.5697297248367603,0.35388834622887017,0.38311481698133815
80415,0.6429257981329721,0.3802989130650828,0.4189376545908173
80416,0.5889975783623301,0.35575984750229933,0.4552373808213611
80417,0.5238166997491633,0.36807297472871187,0.5565504663213277
80418,0.5746844620512578,0.34130027832672294,0.371262278331458
80419,0.6347142465651827,0.3821361370027977,0.41826342983352616
80420,0.5288015725114001,0.3709755808922195,0.5581526457964564
80421,0.5807041396745931,0.333962178045687,0.37199933564458443
80422,0.5854289857106211,0.37411534358707854,0.3710434121586167
80423,0.5426460697259706,0.36679433040318404,0.5641258620929163
80424,0.6317395734453133,0.32650601520613254,0.41275572030596447
80425,0.5970110056974625,0.3816935571205004,0.38764405901285015
80426,0.5562108274876154,0.3824517154025186,0.5978793826510425
80427,0.654162822743963,0.3486245232754691,0.41824470512350315
80428,0.582162156385825,0.37567436070373,0.3726426173115758
80429,0.5482873083129569,0.3589584008130776,0.5105116601371845
80430,0.553187348375392,0.3749454602077628,0.5994934256157345
80431,0.6601046917425334,0.3431037750163578,0.40520320653561326
80432,0.5547572064878584,0.36847013800069967,0.5830158497910523
80433,0.6512904745365682,0.34430612906309926,0.4069485168153811
80434,0.5984675269604605,0.38549119024554346,0.3949143670677912
80435,0.5411284163518439,0.3672372540902529,0.5115528925908384
