0,1,2
2.6994604546366214,1.416070433767581,0.9785053669194756
3.0436276803265834,1.3133429035881898,0.30742325058626063
2.722885317987507,1.386624070951222,0.9657556954143682
3.2669200266686285,1.3264828664558652,0.4933047397793997
3.1382498136129566,1.4301089962405815,0.5887743901590246
3.069212615961304,0.6736501935827098,1.1610852953454507
2.6848356208659045,1.4144078218419422,1.004489832117121
3.2665421332282447,1.324846003736216,0.49268863638950244
3.287196572744896,1.4934180683283897,0.02687491849626178
3.266305860421039,1.3219623310839463,0.48602182729438503
3.14705389630889,1.4313928802614557,0.5209066365630022
2.779951519019808,1.3956887451338833,0.6618532584623389
2.7010094601143337,1.3861552208254935,0.9379878593053195
3.160821138467581,1.308531616765304,0.3204333049732686
3.294137414282092,1.3839640349213438,0.35716672243479075
2.7219488098273636,1.385215255597583,0.9521195240574791
3.261799510946783,1.3276163083565589,0.5728574471468932
3.2216595981836376,1.4817417570863682,0.5900675128837201
2.800294822296901,1.4127725088430239,0.7028697761456884
2.702214189170649,1.4103367054819729,0.9476328441783024
3.1634876118033874,1.3163650974319407,0.38946334910312697
3.1609622822636108,1.4663496923688921,0.5522223794277448
2.701315827982405,1.417941542736164,0.9529058285047793
3.2953016121807632,1.3163759454770567,0.4107464683006923
3.1607560501967766,1.4521649793100428,0.51618278981028
2.7824956836269603,1.3844653099731339,0.6738807601157564
2.7031938510927542,1.3875541418083122,0.9539031333874537
3.1555797445285276,1.3464624621645482,0.39872269193744714
3.13429278053406,1.455973239192201,0.6208251774782936
2.7043694930829956,1.4405557828965962,0.9006735647977719
3.280298646551088,1.2955720175488432,0.4239103622706659
3.1796299797999987,1.4776230762208902,0.2151581097142241
2.805206960184742,1.4278768023417079,0.5438624110480423
2.700405069028294,1.4109884226539429,1.0168973729727817
3.2601255741360986,1.2978698957648478,0.41214991921913824
2.6983074624109453,1.412557336080008,0.9265164093642173
3.148921429001967,1.3812552422930873,0.47623754637127
3.1305963389569555,1.4675589513761105,0.23184419103654097
2.9577578929055037,1.6351673280922634,0.7564932122147332
2.709420152162549,1.4478599743290006,0.940114374145097
3.2429909080329393,1.3241346819207513,0.5110479690457221
3.1004859803620293,1.4479592756650626,0.18909535381831266
2.6822981319788353,1.3927747933227184,0.9389481497048389
3.026569785004373,1.3059668289557307,0.2964607050850503
3.152467190040067,1.3890071838074236,0.23719774593887033
2.8335649422580147,1.4560781433647516,0.6088993017407833
2.7177221253408494,1.4084349597266337,0.937593813012028
3.025195063504529,1.3016187894220852,0.29041789699499554
3.116198241250469,1.4414432960382308,0.2587923291971821
2.699871249840269,1.4132014238576112,0.9832904276403132
3.0303160560635223,1.2796220533682572,0.3762398504903923
3.018113555008452,1.3650706742357068,0.2626232089943834
2.8240866118337493,1.4469732956523749,0.6197313130743471
2.7019745785034024,1.414175721360174,0.9454638908328794
3.0198873892018,1.310259436170926,0.487482170844346
