,tBodyAcc-mean-X,tBodyAcc-mean-Y,tBodyAcc-mean-Z
1487,0.6118490972222222,0.4113725781008902,0.43935617860851506
1488,0.6640408066239316,0.44753081008902074,0.5343509865005193
1489,0.6152149732905983,0.38741839762611274,0.4138110072689512
1490,0.6134349626068376,0.3963204747774481,0.4153686396677051
1491,0.617441266025641,0.39525222551928785,0.4164070612668744
1492,0.6128834455128205,0.39026706231454006,0.4184839044652129
1493,0.611484342948718,0.39543026706231454,0.4294911734164071
1494,0.6162918643162393,0.4015311572700297,0.426791277258567
1495,0.616167516025641,0.4001780415430267,0.4148494288681205
1496,0.6137164797008547,0.39703264094955487,0.42419522326064385
1497,0.6141111805555556,0.40080712166172106,0.4358255451713396
1498,0.6128368643162393,0.3973293768545994,0.43473520249221187
1499,0.6135319871794872,0.3964985163204748,0.4308411214953271
1500,0.6134796848290598,0.40142433234421365,0.42627206645898236
1501,0.6228389262820513,0.4626645074183976,0.46375908618899275
1502,0.6158168108974359,0.37810089020771515,0.37642782969885774
1503,0.6171952350427351,0.38991097922848666,0.4148494288681205
1504,0.6133720459401709,0.39382789317507416,0.4414330218068536
1505,0.6117049572649573,0.38801186943620175,0.4403426791277259
1506,0.6166750908119658,0.40177448071216615,0.4106957424714434
1507,0.6161860950854701,0.40645578635014834,0.4106957424714434
1508,0.6129203899572649,0.3955489614243323,0.4221183800623053
1509,0.6136238568376069,0.39804154302670625,0.42367601246105924
1510,0.6152521741452992,0.39780415430267063,0.42263759086188996
1511,0.6139982158119659,0.3973293768545994,0.42575285565939774
1512,0.6132298023504273,0.3968545994065282,0.42575285565939774
1513,0.7188611324786325,0.3770326409495549,0.2196261682242991
1514,0.5782673824786325,0.41196165513353117,0.4541536863966771
1515,0.6220201068376068,0.3991097922848665,0.42731048805815164
1516,0.6138181891025641,0.3993471810089021,0.42731048805815164
1517,0.6129237286324787,0.398160237388724,0.42263759086188996
1518,0.6138466613247864,0.3978635014836795,0.42419522326064385
1519,0.6137462873931624,0.39762611275964393,0.42419522326064385
1520,0.6133485950854701,0.3972700296735905,0.42471443406022846
1521,0.6130299465811966,0.39798219584569733,0.42834890965732086
1522,0.6137528525641025,0.39626112759643917,0.42575285565939774
1523,0.3141025641025641,0.34540059347181007,0.5115739018691589
1524,0.6445725427350427,0.4048427299703264,0.4106957424714434
1525,0.6044807051282051,0.3923442136498516,0.4300103842159917
1526,0.6023097916666666,0.39703264094955487,0.42367601246105924
1527,0.6062773717948717,0.40177448071216615,0.4190031152647975
1528,0.5930778205128205,0.39341246290801185,0.42782969885773625
1529,0.625319358974359,0.394540059347181,0.42731048805815164
1530,0.6237696581196581,0.3974480712166172,0.42471443406022846
1531,0.5972133386752136,0.39270029673590506,0.426791277258567
1532,0.6097201282051282,0.39560830860534124,0.42471443406022846
1533,0.6152571688034187,0.39643916913946586,0.42367601246105924
1534,0.6186542841880343,0.3966765578635015,0.42263759086188996
1535,0.6202204113247863,0.39703264094955487,0.42419522326064385
1536,0.6074475641025641,0.3654005934718101,0.46671858774662517
1537,0.6181546688034188,0.39958456973293766,0.4221183800623053
1538,0.6042527670940171,0.39608308605341247,0.42471443406022846
1539,0.6106266025641025,0.3953115727002967,0.42627206645898236
1540,0.6118277938034188,0.39566765578635016,0.42575285565939774
1541,0.6185421153846153,0.39637982195845695,0.42263759086188996
1542,0.5976676602564103,0.39525222551928785,0.42575285565939774
1543,0.6175843055555555,0.3963204747774481,0.42627206645898236
1544,0.6098905876068377,0.3965578635014837,0.42471443406022846
1545,0.6136553044871795,0.39661721068249256,0.42315680166147457
1546,0.613445422008547,0.3953709198813056,0.42419522326064385
1547,0.6319138782051282,0.4001186943620178,0.4215991692627207
1548,0.6011392254273504,0.3667655786350148,0.39667705088265837
1549,0.5776948985042735,0.41426224629080116,0.4425752855659398
1550,0.626260170940171,0.3970919881305638,0.4365005192107996
1551,0.5858977991452992,0.3883086053412463,0.4148494288681205
1552,0.614489577991453,0.39608308605341247,0.42886812045690553
1553,0.6530979967948718,0.3827299703264095,0.40602284527518173
1554,0.5734254700854701,0.40543026706231455,0.4300103842159917
1555,0.6269190277777779,0.40301483679525224,0.4439252336448598
1556,0.6308265811965812,0.38439169139465873,0.4106957424714434
1557,0.6074108333333333,0.4020474777448071,0.4305815160955348
1558,0.636804342948718,0.39958456973293766,0.4148494288681205
1559,0.5805379807692308,0.395727002967359,0.42731048805815164
1560,0.6271902938034188,0.39566765578635016,0.43826583592938734
1561,0.6601215491452992,0.39329376854599407,0.40446521287642784
1562,0.5751154967948718,0.3665875370919881,0.4080996884735203
1563,0.5931200373931624,0.4077762327002967,0.45488058151609556
1564,0.6577428685897436,0.3966765578635015,0.4164070612668744
1565,0.596535405982906,0.38783382789317505,0.3868120456905504
1566,0.6096694925213675,0.4112117297922849,0.4544652128764278
1567,0.6363104113247864,0.38403560830860534,0.43520249221183804
1568,0.5789176068376068,0.3837388724035608,0.4106957424714434
1569,0.63544327991453,0.39821958456973294,0.43078920041536867
1570,0.6044879594017094,0.398160237388724,0.42367601246105924
1571,0.6235496634615385,0.4003560830860534,0.42627206645898236
1572,0.6364880128205128,0.39204747774480714,0.4215991692627207
1573,0.5642355288461538,0.40895276670623143,0.4306334371754933
1574,0.6496515170940171,0.3887833827893175,0.4117341640706127
1575,0.6549350160256411,0.38712166172106827,0.4132917964693666
1576,0.6874936645299146,0.3927596439169139,0.4297507788161994
1577,0.6981193963675214,0.39679525222551926,0.4403426791277259
1578,0.5887911324786325,0.3944213649851632,0.4086188992731049
1579,0.5341546581196581,0.39240356083086053,0.42912772585669784
1580,0.6075080608974359,0.39281899109792284,0.4164070612668744
1581,0.670030202991453,0.38445103857566765,0.4091381100726895
1582,0.6082214423076924,0.4118338674183976,0.46121495327102807
1583,0.5894494284188034,0.408485241958457,0.4215991692627207
1584,0.6498585416666667,0.37388724035608306,0.47603842159916926
1585,0.5615472542735043,0.38741839762611274,0.42367601246105924
1586,0.6649048878205128,0.383026706231454,0.42263759086188996
1587,0.6729351442307692,0.40859158474777446,0.43146417445482865
1588,0.5467580395299145,0.41462754480712166,0.43442367601246107
1589,0.6488895085470086,0.3886053412462908,0.43447559709241956
1590,0.6131835790598291,0.3918100890207715,0.4252336448598131
1591,0.6567896634615384,0.39335311572700293,0.4875443987538941
1592,0.5925828899572649,0.37086053412462905,0.4215991692627207
1593,0.6241271634615384,0.3753709198813056,0.40342679127725856
1594,0.595525016025641,0.42689632640949554,0.4205607476635514
1595,0.6564005876068376,0.41169199792284866,0.42886812045690553
1596,0.6361012126068376,0.3853412462908012,0.4484423676012461
1597,0.557344391025641,0.3994658753709199,0.4360851505711319
